You cannot participate in this tournament due to restrictions in your country,لا يمكنك المشاركة في هذه البطولة بسبب القيود المفروضة في بلدك,Ölkənizdəki məhdudiyyətlərə görə bu turnirdə iştirak edə bilməzsiniz,Не можете да участвате в този турнир поради ограничения във вашата страна,Você não pode participar deste torneio devido a restrições em seu país,Ne možete sudjelovati na ovom turniru zbog ograničenja u vašoj zemlji,Tohoto turnaje se nemůžete zúčastnit kvůli omezením ve vaší zemi,Du kan ikke deltage i denne turnering på grund af restriktioner i dit land,Je kunt niet deelnemen aan dit toernooi vanwege beperkingen in jouw land,You cannot participate in this tournament due to restrictions in your country,Hindi ka makakasali sa tournament na ito dahil sa mga paghihigpit sa iyong bansa,Et voi osallistua tähän turnaukseen maassasi vallitsevien rajoitusten vuoksi,Vous ne pouvez pas participer à ce tournoi en raison des restrictions dans votre pays,Aufgrund von Beschränkungen in Ihrem Land können Sie nicht an diesem Turnier teilnehmen,Δεν μπορείτε να συμμετάσχετε σε αυτό το τουρνουά λόγω περιορισμών στη χώρα σας,אינך יכול להשתתף בטורניר זה עקב הגבלות במדינה שלך,Az Ön országában érvényes korlátozások miatt nem vehet részt ezen a versenyen,Þú getur ekki tekið þátt í þessu móti vegna takmarkana í þínu landi,Anda tidak dapat berpartisipasi dalam turnamen ini karena pembatasan di negara Anda,Non puoi partecipare a questo torneo a causa delle restrizioni nel tuo paese,お住まいの国の規制のため、このトーナメントには参加できません,Еліңіздегі шектеулерге байланысты бұл турнирге қатыса алмайсыз,해당 국가의 제한으로 인해 이 토너먼트에 참가할 수 없습니다.,Jūs nevarat piedalīties šajā turnīrā jūsu valstī spēkā esošo ierobežojumu dēļ,Jūs negalite dalyvauti šiame turnyre dėl jūsų šalyje taikomų apribojimų,Anda tidak boleh menyertai kejohanan ini kerana sekatan di negara anda,Du kan ikke delta i denne turneringen på grunn av restriksjoner i ditt land,Nie możesz wziąć udziału w tym turnieju ze względu na ograniczenia obowiązujące w Twoim kraju,Você não pode participar deste torneio devido a restrições em seu país,Nu poți participa la acest turneu din cauza restricțiilor din țara ta,Вы не можете участвовать в этом турнире из-за ограничений в вашей стране.,由于您所在国家/地区的限制，您无法参加本次锦标赛,Na tomto turnaji sa nemôžete zúčastniť kvôli obmedzeniam vo vašej krajine,Na tem turnirju ne morete sodelovati zaradi omejitev v vaši državi,No puedes participar en este torneo debido a restricciones en tu país.,Du kan inte delta i denna turnering på grund av restriktioner i ditt land,คุณไม่สามารถเข้าร่วมทัวร์นาเมนต์นี้ได้เนื่องจากข้อจำกัดในประเทศของคุณ,由於您所在國家/地區的限制，您無法參加本次錦標賽,Ülkenizdeki kısıtlamalar nedeniyle bu turnuvaya katılamazsınız,Ви не можете брати участь у цьому турнірі через обмеження у вашій країні,Mamlakatingizdagi cheklovlar tufayli ushbu turnirda qatnasha olmaysiz,Bạn không thể tham gia giải đấu này do những hạn chế ở quốc gia của bạn
Country Restrictions,القيود القطرية,Ölkə məhdudiyyətləri,Държавни ограничения,Restrições de país,Ograničenja zemlje,Omezení země,Landebegrænsninger,Landenrestricties,Country Restrictions,Paghihigpit Bansa,Maakohtaiset rajoitukset,Restrictions de pays,Länderbeschränkungen,Περιορισμοί Χώρας,הגבלות מדינה,Országbéli korlátozások,Landatakmarkanir,Batasan Negara,restrizioni del paese,国の制限,Ел шектеулері,국가 제한,Valsts ierobežojumi,Šalies apribojimai,Sekatan Negara,Landsrestriksjoner,krajowe restrykcje,Restrições de país,Restricții de țară,Страновые ограничения,国家限制,Obmedzenia krajiny,Omejitve države,Restricciones del país,Landsrestriktioner,ข้อจำกัดของประเทศ,國家限制,Ülke kısıtlamaları,Обмеження країни,Mamlakat cheklovlari,Hạn chế của quốc gia
depends on you,يعتمد عليك,səndən asılıdır,зависи от теб,depende de você,ovisi o tebi,záleží na tobě,afhænger af dig,hangt van jou af,depends on you,depende sa iyo,riippuu sinusta,dépend de toi,hängt von dir ab,εξαρτάται από σένα,תלוי בך,rajtad múlik,fer eftir þér,tergantung pada Anda,dipende da te,あなた次第,сізге байланысты,너에게 달렸다,atkarīgs no tevis,priklauso nuo tavęs,bergantung kepada anda,det kommer an på deg,zależy od Ciebie,depende de você,depinde de tine,зависит от вас,取决于你,záleží na tebe,odvisno od tebe,depende de ti,beror på dig,ขึ้นอยู่กับคุณ,取決於你,Size bağlı,залежить від вас,sizga bog'liq,phụ thuộc vào bạn
you must understand that by playing tournament you are agreed to terms and conditions,يجب أن تفهم أنه من خلال لعب البطولة فإنك توافق على الشروط والأحكام,"siz başa düşməlisiniz ki, turniri oynamaqla siz şərtlərlə razılaşırsınız","трябва да разберете, че като играете турнир, вие сте съгласни с правилата и условията",você deve entender que ao jogar torneio você concorda com os termos e condições,morate razumjeti da igranjem turnira pristajete na odredbe i uvjete,"musíte pochopit, že hraním turnaje souhlasíte s podmínkami","du skal forstå, at du ved at spille turnering accepterer vilkår og betingelser",je moet begrijpen dat je door het spelen van een toernooi akkoord gaat met de algemene voorwaarden,you must understand that by playing tournament you are agreed to terms and conditions,dapat mong maunawaan na sa pamamagitan ng paglalaro ng tournament ay sumang-ayon ka sa mga tuntunin at kundisyon,"sinun tulee ymmärtää, että pelaamalla turnausta hyväksyt säännöt ja ehdot","vous devez comprendre qu'en jouant à un tournoi, vous acceptez les termes et conditions","Sie müssen verstehen, dass Sie durch die Teilnahme an einem Turnier den Allgemeinen Geschäftsbedingungen zustimmen",πρέπει να καταλάβετε ότι παίζοντας τουρνουά συμφωνείτε με τους όρους και τις προϋποθέσεις,עליך להבין שבמשחק בטורניר אתה מסכים לתנאים והגבלות,"meg kell értened, hogy a versenyen való részvétellel elfogadod a feltételeket",þú verður að skilja að með því að spila mót samþykkir þú skilmála og skilyrði,Anda harus memahami bahwa dengan bermain turnamen Anda menyetujui syarat dan ketentuan,devi capire che giocando al torneo accetti i termini e le condizioni,トーナメントをプレイすることで利用規約に同意したことになることを理解する必要があります,турнирді ойнау арқылы сіз шарттармен келісесіз деп түсінуіңіз керек,토너먼트를 플레이하면 이용 약관에 동의한다는 점을 이해해야 합니다.,"Jums jāsaprot, ka, spēlējot turnīru, jūs piekrītat noteikumiem un nosacījumiem","Jūs turite suprasti, kad žaisdami turnyrą sutinkate su taisyklėmis ir sąlygomis",anda mesti faham bahawa dengan bermain kejohanan anda bersetuju dengan terma dan syarat,du må forstå at ved å spille turnering er du godtatt vilkår og betingelser,"musisz zrozumieć, że biorąc udział w turnieju, akceptujesz regulamin",você deve entender que ao jogar torneio você concorda com os termos e condições,"trebuie să înțelegeți că, jucând un turneu, sunteți de acord cu termenii și condițiile","вы должны понимать, что, играя в турнире, вы соглашаетесь с условиями",您必须了解，参加锦标赛即表示您同意条款和条件,"musíte pochopiť, že hraním turnaja súhlasíte s podmienkami","razumeti morate, da se z igranjem turnirja strinjate s pogoji",debes entender que al jugar un torneo aceptas los términos y condiciones,du måste förstå att du godkänner villkoren genom att spela turneringar,คุณต้องเข้าใจว่าในการเล่นทัวร์นาเมนต์คุณต้องยอมรับข้อกำหนดและเงื่อนไข,您必須了解，參加錦標賽即表示您同意條款和條件,Turnuva oynayarak şartlar ve koşulları kabul ettiğinizi anlamalısınız.,"ви повинні розуміти, що, беручи участь у турнірі, ви погоджуєтеся з умовами",Turnir o'ynash orqali siz shartlar va shartlarga rozi ekanligingizni tushunishingiz kerak,bạn phải hiểu rằng khi tham gia giải đấu bạn đã đồng ý với các điều khoản và điều kiện
Terms and Conditions,الأحكام والشروط,Şərtlər və Qaydalar,Правила и условия,Termos e Condições,Odredbe i uvjeti,Pravidla a podmínky,Vilkår og betingelser,Voorwaarden,Terms and Conditions,Mga Tuntunin at Kundisyon,Käyttöehdot,Termes et conditions,Geschäftsbedingungen,Οροι και Προϋποθέσεις,תנאים,Felhasználási feltételek,Skilmálar og skilyrði,syarat dan Ketentuan,Termini e Condizioni,利用規約,Ережелер мен шарттар,이용약관,Noteikumi un nosacījumi,Taisyklės ir sąlygos,Terma dan syarat,Vilkår og betingelser,Regulamin,Termos e Condições,Termeni și condiții,Условия и положения,条款和条件,Podmienky,Pogoji,Términos y condiciones,Villkor,ข้อกำหนดและเงื่อนไข,條款與條件,Şartlar ve koşullar,Правила та умови,Foydalanish shartlari,Các điều khoản và điều kiện
Save Progress,حفظ التقدم,Tərəqqi Saxla,Запазване на напредъка,Salvar progresso,Spremi napredak,Uložit pokrok,Gem fremskridt,Bewaar vooruitgang,Save Progress,I-save ang Progreso,Tallenna edistyminen,Enregistrer la progression,Fortschritt speichern,Αποθήκευση προόδου,שמור התקדמות,Előrehaladás mentése,Vista Framfarir,Simpan Kemajuan,Salva progressi,進行状況の保存,Прогрессті сақтау,진행 상황 저장,Saglabāt progresu,Išsaugoti pažangą,Simpan Kemajuan,Lagre fremdrift,Zapisz postęp,Salvar progresso,Salvați progresul,Сохранить прогресс,保存进度,Uložiť pokrok,Shrani napredek,Guardar progreso,Spara framsteg,บันทึกความคืบหน้า,儲存進度,İlerlemeyi Kaydet,Зберегти прогрес,Taraqqiyotni saqlash,Lưu tiến độ
English,إنجليزي,İngilis dili,Английски,Inglês,Engleski,Angličtina,engelsk,Engels,English,Ingles,Englanti,Anglais,Englisch,Αγγλικά,אנגלית,angol,Enska,Bahasa inggris,Inglese,英語,Ағылшын,영어,Angļu,Anglų,Inggeris,Engelsk,język angielski,Inglês,Engleză,Английский,英语,Angličtina,angleščina,Inglés,engelsk,ภาษาอังกฤษ,英語,İngilizce,англійська,Ingliz,Tiếng Anh
Enter Name,أدخل الاسم,Adı daxil edin,Въведи име,Insira o nome,Unesite ime,Napište jméno,Indtast navn,Voer naam in,Enter Name,Ilagay ang pangalan,Kirjoita Nimi,Entrez le nom,Name eingeben,Εισαγάγετε Όνομα,הכנס שם,Írja be a nevet,Sláðu inn Nafn,Masukkan nama,Inserisci il nome,名前を入力,Атын енгізіңіз,이름을 입력하시오,Ievadiet Vārdu,Įveskite vardą,Masukkan Nama,Skriv inn navn,Wprowadź imię,Insira o nome,Introdu numele,Введите имя,输入名字,Zadaj meno,Vnesite ime,Ingrese su nombre,Skriv namn,ใส่ชื่อ,輸入名字,İsim giriniz,Введіть ім'я,Ismni kiriting,Nhập tên
Win Gold Medal,الفوز بالميدالية الذهبية,Qızıl medal qazanın,Спечелете златен медал,Ganhe Medalha de Ouro,Osvoji zlatnu medalju,Vyhrajte zlatou medaili,Vind guldmedalje,Win een gouden medaille,Win Gold Medal,Manalo ng Gintong Medalya,Voita kultamitali,Gagnez la médaille d'or,Gewinnen Sie die Goldmedaille,Κερδίστε Χρυσό Μετάλλιο,לזכות במדליית זהב,Nyerj aranyérmet,Vinna gullverðlaun,Menangkan Medali Emas,Vinci la medaglia d'oro,金メダルを獲得する,Алтын медаль ұтып алыңыз,금메달 획득,Izcīnīt zelta medaļu,Laimėk aukso medalį,Menang Pingat Emas,Vinn gullmedalje,Zdobądź złoty medal,Ganhe Medalha de Ouro,Câștigă medalia de aur,Выиграть золотую медаль,赢得金牌,Vyhrajte zlatú medailu,Osvoji zlato medaljo,Gana medalla de oro,Vinn guldmedalj,คว้าเหรียญทอง,贏得金牌,Altın Madalya kazanın,Виграти золоту медаль,Oltin medalni qo'lga kiriting,Giành huy chương vàng
Level 00,المستوى 00,Səviyyə 00,Ниво 00,Nível 00,Razina 00,Úroveň 00,Niveau 00,Niveau 00,Level 00,Antas 00,Taso 00,Niveau 00,Stufe 00,Επίπεδο 00,רמה 00,00. szint,Stig 00,tingkat 00,Livello 00,レベル00,00-деңгей,레벨 00,00. līmenis,00 lygis,Tahap 00,Nivå 00,Poziom 00,Nível 00,Nivelul 00,Уровень 00,00级,Úroveň 00,Stopnja 00,Nivel 00,Nivå 00,ระดับ 00,00級,Seviye 00,Рівень 00,00 darajasi,Cấp 00
failed,فشل,uğursuz oldu,се провали,fracassado,neuspjeh,nepodařilo,mislykkedes,mislukt,failed,nabigo,epäonnistunut,échoué,fehlgeschlagen,απέτυχε,נִכשָׁל,nem sikerült,mistókst,gagal,fallito,失敗した,сәтсіз аяқталды,실패한,neizdevās,nepavyko,gagal,mislyktes,przegrany,fracassado,a eșuat,неуспешный,失败的,nepodarilo,ni uspelo,fallido,misslyckades,ล้มเหลว,失敗的,arızalı,не вдалося,muvaffaqiyatsiz,thất bại
won,فاز,qazandı,Спечелени,ganho,pobijedio,vyhrál,vandt,won,won,nanalo,voitti,gagné,gewonnen,Κέρδισε,זכית,nyerte,vann,won,vinto,勝利した,жеңді,이겼다,uzvarēja,laimėjo,menang,Vant,wygrał,ganho,castigat,выиграл,韩元,vyhral,zmagal,ganado,vann,วอน,韓元,kazanmak,виграв,yutuq,thắng
PLAYED,لعب,OYNANIB,ИЗИГРАН,JOGADO,IGRAO,HRANÉ,LEGET,GESPEELD,PLAYED,NAGLARO,PELAATTU,JOUÉ,GESPIELT,ΕΠΑΙΞΕ,שיחק,JÁTSZOTT,SPILT,DIMAINKAN,GIOCATO,遊んだ,ОЙНАЛДЫ,플레이함,SPĒLĒTA,ŽAISTO,DIMAINKAN,SPILLES,GRAŁ,JOGADO,JUCAT,СЫГРАЛ,玩过,HRANÉ,IGRANO,JUGÓ,SPELADE,เล่นแล้ว,玩過,OYNADI,ЗІГРАНО,O'YNADI,CHƠI
tournament achievements,إنجازات البطولة,turnir nailiyyətləri,турнирни постижения,conquistas do torneio,turnirska postignuća,turnajové úspěchy,turneringspræstationer,toernooi prestaties,tournament achievements,mga nakamit sa tournament,turnauksen saavutuksia,réalisations du tournoi,Turniererfolge,επιτεύγματα τουρνουά,הישגי הטורניר,versenyeredmények,afrek mótsins,prestasi turnamen,risultati del torneo,トーナメントの成績,турнир жетістіктері,토너먼트 성과,turnīra sasniegumi,turnyro pasiekimai,pencapaian kejohanan,turneringsprestasjoner,osiągnięcia turniejowe,conquistas do torneio,realizările turneului,турнирные достижения,锦标赛成绩,turnajové úspechy,turnirski dosežki,logros del torneo,turneringsprestationer,ความสำเร็จของการแข่งขัน,錦標賽成績,turnuva başarıları,турнірні досягнення,turnir yutuqlari,thành tích giải đấu
legendary,أسطوري,əfsanəvi,легендарен,lendário,legendarni,legendární,legendarisk,legendarisch,legendary,maalamat,legendaarinen,légendaire,legendär,μυθικός,אגדי,legendás,goðsagnakenndur,legendaris,leggendario,伝説の,аңызға айналған,전설적인,leģendārais,legendinis,legenda,legendarisk,legendarny,lendário,legendar,легендарный,传奇的,legendárny,legendarni,legendario,legendarisk,ตำนาน,傳奇的,efsanevi,легендарний,afsonaviy,huyền thoại
golden,ذهبي,qızılı,златист,dourado,zlatni,zlatý,gylden,gouden,golden,ginto,kultainen,doré,golden,χρυσαφένιος,זָהוּב,aranysárga,gullna,keemasan,d'oro,ゴールデン,алтын,황금의,zeltaini,auksinis,keemasan,gylden,złoty,dourado,de aur,золотой,金的,zlatá,zlati,dorado,gyllene,ทอง,金的,altın,золотий,oltin,vàng
Common,شائع,Ümumi,често срещани,Comum,Uobičajen,Běžný,almindelige,Gewoon,Common,Karaniwan,Yleistä,Commun,Gemeinsam,Κοινός,מְשׁוּתָף,Gyakori,Sameiginlegt,Umum,Comune,一般,Жалпы,흔한,Bieži,Dažnas,Biasa,Felles,Wspólny,Comum,Uzual,Общий,常见的,Spoločné,Običajni,Común,Allmänning,ทั่วไป,常見的,Yaygın,Поширений,Umumiy,Chung
Music Note,ملاحظة الموسيقى,Musiqi notu,Нота,Nota musical,Glazbena nota,Hudební nota,Musik note,Muzieknoot,Music Note,Music Note,Musiikkinuotti,Note de musique,Musiknote,Μουσική νότα,תו מוסיקלי,Zenei megjegyzés,Tónlistaratriði,Catatan Musik,Nota musicale,音符,Музыкалық нота,음악 공책,Mūzikas piezīme,Muzikos pastaba,Nota muzik,Musikknote,Nuta,Nota musical,Nota muzicala,Нота,音乐笔记,Hudobná poznámka,Glasbena nota,Nota musical,Musiknot,โน้ตเพลง,音樂筆記,Müzik notası,Музична нота,Musiqa eslatma,Nốt nhạc
badges,شارات,döş nişanları,значки,Distintivos,značke,odznaky,badges,insignes,badges,mga badge,merkit,insignes,Abzeichen,κονκάρδες,תגים,jelvényeket,merki,lencana,distintivi,バッジ,белгішелер,배지,nozīmītes,ženkleliai,lencana,merker,odznaki,Distintivos,insigne,значки,徽章,odznaky,značke,insignias,märken,ป้าย,徽章,Rozetler,значки,nishonlar,danh hiệu
Keys,مفاتيح,Açarlar,Ключове,Chaves,Ključevi,Klíče,Nøgler,Sleutels,Keys,Mga susi,Avaimet,Clés,Schlüssel,Κλειδιά,מפתחות,Kulcsok,Lyklar,Kunci,Chiavi,キー,Кілттер,열쇠,Atslēgas,Raktai,kunci,Nøkler,Klucze,Chaves,Chei,Ключи,按键,Keys,Ključi,Llaves,Nycklar,กุญแจ,按鍵,Anahtarlar,Ключі,Kalitlar,Phím
Bucks,الدولارات,dollar,Долари,Dinheiro,Dolari,Bucks,Bucks,Bucks,Bucks,Bucks,Taalaa,Chevreuils,Dollar,Μπακς,באקס,Bucks,Dollarar,uang,Dollari,バックス,Бакс,벅스,Buki,Dolerių,Bucks,Bucks,Dolary,Dinheiro,dolari,Бакс,雄鹿队,Bucks,Bucks,dólares,Bucks,เหรียญ,公鹿隊,Para,Баксів,Bucks,Xô
Level,مستوى,Səviyyə,Ниво,Nível,Razina,Úroveň,Niveau,Niveau,Level,Antas,Taso,Niveau,Ebene,Επίπεδο,רָמָה,Szint,Stig,Tingkat,Livello,レベル,Деңгей,수준,Līmenis,Lygis,Tahap,Nivå,Poziom,Nível,Nivel,Уровень,等级,úroveň,Raven,Nivel,Nivå,ระดับ,等級,Seviye,Рівень,Daraja,Mức độ
energetic,نشيط,enerjili,енергичен,enérgico,energičan,energický,energisk,energiek,energetic,masigla,energinen,énergique,energisch,ενεργητικός,נִמרָץ,energikus,kraftmikill,energik,energico,エネルギッシュな,жігерлі,정력적인,enerģisks,energingas,bertenaga,energisk,energetyczny,enérgico,energic,энергичный,精力充沛,energický,energičen,energético,energisk,กระฉับกระเฉง,精力充沛,enerjik,енергійний,baquvvat,mãnh liệt
SunSHine,شروق الشمس,Günəş işığı,Слънчева светлина,Luz do sol,sunce,Sluneční svit,Solskin,Zonneschijn,SunSHine,SunSHine,SunSHine,Soleil,Sonnenschein,Λιακάδα,אוֹר שֶׁמֶשׁ,Napfény,Sólskin,Cahaya matahari,Luce del sole,日光,Күн сәулесі,햇빛,SunSHine,Saulės šviesa,SunSHine,Solskinn,Światło słoneczne,Luz do sol,Raza de soare,Солнечный свет,阳光,SunSHine,SONCE,Luz solar,Solsken,แสงอาทิตย์,陽光,Güneş ışığı,Сонечко,Quyosh nuri,Ánh sáng mặt trời
calm,هادئ,sakit,спокоен,calma,smiriti,uklidnit,berolige,kalm,calm,kalmado,rauhoittaa,calme,ruhig,ηρεμία,לְהַרְגִיעַ,nyugodt,rólegur,tenang,calma,落ち着いた,тыныш,침착한,mierīgs,Ramus,tenang,rolig,spokój,calma,calm,спокойствие,冷静的,pokojne,miren,calma,lugna,เงียบสงบ,冷靜的,sakinlik,спокійний,sokin,điềm tĩnh
Option A,الخيار أ,Variant A,Вариант А,Opção A,Opcija A,Možnost A,Mulighed A,Optie A,Option A,Pagpipilian A,Vaihtoehto A,Option A,Option A,Επιλογή Α,אפשרות א',A lehetőség,Valkostur A,Opsi A,Opzione A,オプションA,А нұсқасы,옵션 A,A variants,A variantas,Pilihan A,Alternativ A,Opcja A,Opção A,Opțiunea A,Вариант А,选项A,Možnosť A,Možnost A,Opción A,Alternativ A,ตัวเลือก ก,選項A,Seçenek A,Варіант А,Variant A,Lựa chọn A
MALE,ذكر,KİŞİ,МЪЖКИ,MACHO,MUŠKI,MUŽSKÝ,HAN,MANNELIJK,MALE,LALAKI,UROS,MÂLE,MÄNNLICH,ΑΡΣΕΝΙΚΟΣ,זָכָר,FÉRFI,KARLMAÐUR,PRIA,MASCHIO,男,ЕРКЕК,남성,VĪRIETIS,PATINAS,LELAKI,MANN,MĘŻCZYZNA,MACHO,MASCULIN,МУЖСКОЙ,男性,MUŽ,MOŠKI,MASCULINO,MANLIG,ชาย,男性,ERKEK,ЧОЛОВІК,ERKAK,NAM GIỚI
Male / Female,الذكور الإناث,Kişi Qadın,Мъж Жена,Masculino feminino,Muško Žensko,Muž žena,Mand kvinde,Man vrouw,Male / Female,Lalaki Babae,Mies Nainen,Homme Femme,Männlich weiblich,Αρσενικό θηλυκό,זכר נקבה,Férfi nő,Karlkyns Kvenkyns,Pria / Wanita,Maschio femmina,男女,Еркек әйел,남성 여성,Vīrietis sieviete,Vyras Moteris,Lelaki Perempuan,Mann Kvinne,Mężczyzna/Kobieta,Masculino feminino,Masculin Feminin,Мужской женский,男/女,Muž žena,Moški ženski,Macho femenino,Man kvinna,เพศชายเพศหญิง,男/女,Erkek kadın,Чоловіча Жіноча,Erkak ayol,Nam nữ
Usa,الولايات المتحدة الأمريكية,ABŞ,САЩ,EUA,SAD,USA,USA,VS,Usa,Usa,Usa,Etats-Unis,USA,ΗΠΑ,"ארה""ב",Egyesült Államok,Bandaríkin,Amerika Serikat,Stati Uniti d'America,アメリカ合衆国,Ақш,미국,ASV,JAV,USA,USA,USA,EUA,Statele Unite ale Americii,США,美国,USA,ZDA,EE.UU,USA,สหรัฐอเมริกา,美國,Amerika Birleşik Devletleri,США,AQSH,Hoa Kỳ
Country,دولة,ölkə,Държава,País,Zemlja,Země,Land,Land,Country,Bansa,Maa,Pays,Land,Χώρα,מדינה,Ország,Land,Negara,Paese,国,Ел,국가,Valsts,Šalis,Negara,Land,Kraj,País,Țară,Страна,国家,Krajina,Država,País,Land,ประเทศ,國家,Ülke,Країна,Mamlakat,Quốc gia
Email here,البريد الإلكتروني هنا,Bura e-poçt göndərin,Изпратете имейл тук,E-mail aqui,Pošaljite e-poštu ovdje,Email zde,E-mail her,E-mail hier,Email here,Email dito,Sähköposti täällä,E-mail ici,E-Mail hier,Στείλτε email εδώ,"דוא""ל כאן",E-mail itt,Tölvupóstur hér,Email di sini,Invia un'e-mail qui,ここにメールしてください,Мұнда электрондық пошта,여기로 이메일을 보내세요,E-pasts šeit,El. paštas čia,E-mel di sini,E-post her,Wyślij e-mail tutaj,E-mail aqui,E-mail aici,Пишите сюда,在这里发电子邮件,Email tu,E-pošta tukaj,Envíe un correo electrónico aquí,Mejla här,ส่งอีเมลที่นี่,在這裡發電子郵件,Buraya e-posta gönderin,Надішліть електронну пошту тут,Bu yerga elektron pochta xabarini yuboring,Gửi email tại đây
Guest 00fd,ضيف 00fd,Qonaq 00fd,Гост 00fd,Convidado 00fd,Gost 00fd,Host 00fd,Gæst 00fd,Gast 00fd,Guest 00fd,Panauhin 00fd,Vieras 00fd,Invité 00fd,Gast 00fd,Επισκέπτης 00fd,אורח 00fd,Vendég 00fd,Gestur 00fd,Tamu 00fd,Ospite 00fd,ゲスト00fd,Қонақ 00fd,손님 00fd,Viesis 00fd,Svečias 00fd,Tetamu 00fd,Gjest 00fd,Gość 00fd,Convidado 00fd,Invitat 00fd,Гость 00fd,嘉宾00fd,Hosť 00fd,Gost 00fd,Invitado 00fd,Gäst 00fd,แขก 00fd,嘉賓00fd,Misafir 00fd,Гість 00fd,Mehmon 00fd,Khách 00fd
Display Name (Can be modified later),اسم العرض (يمكن تعديله لاحقًا),Görünən Adı (Sonra dəyişdirilə bilər),Екранно име (Може да се промени по-късно),Nome de exibição (pode ser modificado posteriormente),Ime za prikaz (može se kasnije promijeniti),Zobrazovaný název (lze později upravit),Vist navn (kan ændres senere),Weergavenaam (kan later worden gewijzigd),Display Name (Can be modified later),Display Name (Maaaring baguhin sa ibang pagkakataon),Näyttönimi (voidaan muokata myöhemmin),Nom d'affichage (peut être modifié ultérieurement),Anzeigename (Kann später geändert werden),Εμφανιζόμενο όνομα (Μπορεί να τροποποιηθεί αργότερα),שם תצוגה (ניתן לשנות מאוחר יותר),Megjelenített név (később módosítható),Birtingarnafn (hægt að breyta síðar),Nama Tampilan (Dapat diubah nanti),Nome visualizzato (può essere modificato in seguito),表示名 (後で変更可能),Көрсетілетін атау (кейінірек өзгертуге болады),표시 이름(나중에 수정 가능),Parādāmais nosaukums (var mainīt vēlāk),Rodomas vardas (gali būti pakeistas vėliau),Nama Paparan (Boleh diubah suai kemudian),Vist navn (kan endres senere),Nazwa wyświetlana (można ją później zmodyfikować),Nome de exibição (pode ser modificado posteriormente),Nume afișat (Poate fi modificat ulterior),Отображаемое имя (можно изменить позже),显示名称（稍后可以修改）,Zobrazovaný názov (môže byť neskôr upravený),Prikazno ime (lahko ga spremenite pozneje),Nombre para mostrar (se puede modificar más tarde),Visningsnamn (Kan ändras senare),ชื่อที่แสดง (สามารถแก้ไขได้ในภายหลัง),顯示名稱（稍後可以修改）,Görünen Ad (Daha sonra değiştirilebilir),Відображуване ім'я (можна змінити пізніше),Ko'rsatilgan nom (keyinroq o'zgartirilishi mumkin),Tên hiển thị (Có thể sửa đổi sau)
Statistic,إحصائية,Statistika,статистика,Estatística,Statistički,Statistický,Statistik,Statistiek,Statistic,Istatistika,Tilastollinen,Statistique,Statistik,Στατιστικός,סטטיסטיקה,Statisztikai,Tölfræði,Statistik,Statistica,統計,Статистика,통계량,Statistika,Statistika,Statistik,Statistikk,Statystyczny,Estatística,Statistic,Статистика,统计,Štatistika,Statistika,Estadística,Statistisk,สถิติ,統計,İstatistik,статистика,Statistika,Thống kê
Achievements,الإنجازات,Nailiyyətlər,постижения,Conquistas,Dostignuća,Úspěchy,Præstationer,Prestaties,Achievements,Mga nagawa,Saavutukset,Réalisations,Erfolge,Επιτεύγματα,הישגים,Eredmények,Afrek,Prestasi,Risultati,業績,Жетістіктер,업적,Sasniegumi,Pasiekimai,Pencapaian,Prestasjoner,Osiągnięcia,Conquistas,Realizări,Достижения,成就,Úspechy,Dosežki,Logros,Prestationer,ความสำเร็จ,成就,Başarılar,Досягнення,Yutuqlar,Thành tựu
User,مستخدم,İstifadəçi,Потребител,Do utilizador,Korisnik,Uživatel,Bruger,Gebruiker,User,Gumagamit,Käyttäjä,Utilisateur,Benutzer,Χρήστης,מִשׁתַמֵשׁ,Felhasználó,Notandi,Pengguna,Utente,ユーザー,Пайдаланушы,사용자,Lietotājs,Vartotojas,pengguna,Bruker,Użytkownik,Do utilizador,Utilizator,Пользователь,用户,Používateľ,Uporabnik,Usuario,Användare,ผู้ใช้,使用者,Kullanıcı,Користувач,Foydalanuvchi,Người dùng
User Id: 00fd,معرف المستخدم: 00fd,İstifadəçi İD: 00fd,Потребителско име: 00fd,ID do usuário: 00fd,Korisnički ID: 00fd,ID uživatele: 00fd,Bruger-id: 00fd,Gebruikers-ID: 00fd,User Id: 00fd,User Id: 00fd,Käyttäjätunnus: 00fd,Identifiant utilisateur : 00fd,Benutzer-ID: 00fd,Αναγνωριστικό χρήστη: 00fd,מזהה משתמש: 00fd,Felhasználói azonosító: 00fd,Auðkenni notanda: 00fd,Id Pengguna: 00fd,ID utente: 00fd,ユーザーID：00fd,Пайдаланушы идентификаторы: 00fd,사용자 ID: 00fd,Lietotāja ID: 00fd,Vartotojo ID: 00fd,Id Pengguna: 00fd,Bruker-ID: 00fd,Identyfikator użytkownika: 00fd,ID do usuário: 00fd,ID utilizator: 00fd,Идентификатор пользователя: 00fd,用户 ID：00fd,ID užívateľa: 00fd,ID uporabnika: 00fd,Identificación de usuario: 00fd,Användar-ID: 00fd,รหัสผู้ใช้: 00fd,用戶 ID：00fd,Kullanıcı Kimliği: 00fd,Ідентифікатор користувача: 00fd,Foydalanuvchi identifikatori: 00fd,Id người dùng: 00fd
