You cannot participate in this tournament due to restrictions in your country,لا يمكنك المشاركة في هذه البطولة بسبب القيود المفروضة في بلدك,Ölkənizdəki məhdudiyyətlərə görə bu turnirdə iştirak edə bilməzsiniz,Не можете да участвате в този турнир поради ограничения във вашата страна,Você não pode participar deste torneio devido a restrições em seu país,Ne možete sudjelovati na ovom turniru zbog ograničenja u vašoj zemlji,Tohoto turnaje se nemůžete zúčastnit kvůli omezením ve vaší zemi,Du kan ikke deltage i denne turnering på grund af restriktioner i dit land,Je kunt niet deelnemen aan dit toernooi vanwege beperkingen in jouw land,You cannot participate in this tournament due to restrictions in your country,Hindi ka makakasali sa tournament na ito dahil sa mga paghihigpit sa iyong bansa,Et voi osallistua tähän turnaukseen maassasi vallitsevien rajoitusten vuoksi,Vous ne pouvez pas participer à ce tournoi en raison des restrictions dans votre pays,Aufgrund von Beschränkungen in Ihrem Land können Sie nicht an diesem Turnier teilnehmen,Δεν μπορείτε να συμμετάσχετε σε αυτό το τουρνουά λόγω περιορισμών στη χώρα σας,אינך יכול להשתתף בטורניר זה עקב הגבלות במדינה שלך,Az Ön országában érvényes korlátozások miatt nem vehet részt ezen a versenyen,Þú getur ekki tekið þátt í þessu móti vegna takmarkana í þínu landi,Anda tidak dapat berpartisipasi dalam turnamen ini karena pembatasan di negara Anda,Non puoi partecipare a questo torneo a causa delle restrizioni nel tuo paese,お住まいの国の規制のため、このトーナメントには参加できません,Еліңіздегі шектеулерге байланысты бұл турнирге қатыса алмайсыз,해당 국가의 제한으로 인해 이 토너먼트에 참가할 수 없습니다.,Jūs nevarat piedalīties šajā turnīrā jūsu valstī spēkā esošo ierobežojumu dēļ,Jūs negalite dalyvauti šiame turnyre dėl jūsų šalyje taikomų apribojimų,Anda tidak boleh menyertai kejohanan ini kerana sekatan di negara anda,Du kan ikke delta i denne turneringen på grunn av restriksjoner i ditt land,Nie możesz wziąć udziału w tym turnieju ze względu na ograniczenia obowiązujące w Twoim kraju,Você não pode participar deste torneio devido a restrições em seu país,Nu poți participa la acest turneu din cauza restricțiilor din țara ta,Вы не можете участвовать в этом турнире из-за ограничений в вашей стране.,由于您所在国家/地区的限制，您无法参加本次锦标赛,Na tomto turnaji sa nemôžete zúčastniť kvôli obmedzeniam vo vašej krajine,Na tem turnirju ne morete sodelovati zaradi omejitev v vaši državi,No puedes participar en este torneo debido a restricciones en tu país.,Du kan inte delta i denna turnering på grund av restriktioner i ditt land,คุณไม่สามารถเข้าร่วมทัวร์นาเมนต์นี้ได้เนื่องจากข้อจำกัดในประเทศของคุณ,由於您所在國家/地區的限制，您無法參加本次錦標賽,Ülkenizdeki kısıtlamalar nedeniyle bu turnuvaya katılamazsınız,Ви не можете брати участь у цьому турнірі через обмеження у вашій країні,Mamlakatingizdagi cheklovlar tufayli ushbu turnirda qatnasha olmaysiz,Bạn không thể tham gia giải đấu này do những hạn chế ở quốc gia của bạn
Country Restrictions,القيود القطرية,Ölkə məhdudiyyətləri,Държавни ограничения,Restrições de país,Ograničenja zemlje,Omezení země,Landebegrænsninger,Landbeperkingen,Country Restrictions,Mga Paghihigpit sa Bansa,Maakohtaiset rajoitukset,Restrictions de pays,Länderbeschränkungen,Περιορισμοί Χώρας,הגבלות מדינה,Országos korlátozások,Landatakmarkanir,Batasan Negara,Restrizioni nazionali,国の制限,Ел шектеулері,국가 제한,Valsts ierobežojumi,Šalies apribojimai,Sekatan Negara,Landsrestriksjoner,Ograniczenia krajowe,Restrições de país,Restricții de țară,Страновые ограничения,国家/地区限制,Obmedzenia krajiny,Omejitve države,Restricciones de país,Landsrestriktioner,ข้อจำกัดของประเทศ,國家/地區限制,Ülke Kısıtlamaları,Обмеження країни,Mamlakat cheklovlari,Hạn chế của quốc gia
Depends on you,يعتمد عليك,Sizdən asılıdır,Зависи от вас,Depende de você,Ovisi o tebi,Záleží na vás,Afhænger af dig,Hangt van jou af,Depends on you,Depende sayo,Riippuu sinusta,Cela dépend de toi,Hängt von dir ab,Εξαρτάται από εσάς,תלוי בך,Tőled függ,Fer eftir þér,Tergantung pada Anda,Dipende da te,あなた次第,Саған байланысты,당신에게 달려있습니다,Atkarīgs no jums,Priklauso nuo tavęs,Bergantung pada anda,Avhenger av deg,Zależy od ciebie,Depende de você,Depinde de tine,Зависит от тебя,取决于你,Závisí od vás,Odvisno od tebe,depende de ti,Beror på dig,ขึ้นอยู่กับคุณ,取決於你,sana bağlı,Залежить від вас,Sizga bog'liq,Tùy thuộc vào bạn
You must understand that by playing tournament you are agreed to terms and conditions,يجب أن تفهم أنه من خلال لعب البطولة فإنك توافق على الشروط والأحكام,Turnir oynamaqla siz şərtlərlə razılaşdığınızı başa düşməlisiniz,"Трябва да разберете, че като играете турнир, вие сте съгласни с правилата и условията",Você deve entender que ao jogar torneio você concorda com os termos e condições,Morate razumjeti da igranjem turnira pristajete na odredbe i uvjete,"Musíte pochopit, že hraním turnaje souhlasíte s podmínkami","Du skal forstå, at du ved at spille turnering accepterer vilkår og betingelser",Je moet begrijpen dat je door het spelen van een toernooi akkoord gaat met de algemene voorwaarden,You must understand that by playing tournament you are agreed to terms and conditions,Dapat mong maunawaan na sa pamamagitan ng paglalaro ng tournament ay sumasang-ayon ka sa mga tuntunin at kundisyon,"Sinun tulee ymmärtää, että pelaamalla turnauksessa hyväksyt säännöt ja ehdot","Vous devez comprendre qu'en jouant à un tournoi, vous acceptez les termes et conditions.","Sie müssen verstehen, dass Sie durch die Teilnahme an einem Turnier den Allgemeinen Geschäftsbedingungen zustimmen",Πρέπει να καταλάβετε ότι παίζοντας τουρνουά συμφωνείτε με τους όρους και τις προϋποθέσεις,עליך להבין שבמשחק בטורניר אתה מסכים לתנאים וההגבלות,"Meg kell értened, hogy a versenyen való részvétellel elfogadod a feltételeket",Þú verður að skilja að með því að spila mót samþykkir þú skilmála og skilyrði,Anda harus memahami bahwa dengan bermain turnamen Anda menyetujui syarat dan ketentuan,Devi capire che giocando al torneo accetti i termini e le condizioni,トーナメントをプレイすることで利用規約に同意したことになることを理解する必要があります,Турнирді ойнау арқылы сіз шарттармен келіскеніңізді түсінуіңіз керек,토너먼트를 플레이하면 이용 약관에 동의한다는 점을 이해해야 합니다.,"Jums jāsaprot, ka, spēlējot turnīru, jūs piekrītat noteikumiem un nosacījumiem","Turite suprasti, kad žaisdami turnyrą sutinkate su taisyklėmis ir sąlygomis",Anda mesti faham bahawa dengan bermain kejohanan anda bersetuju dengan terma dan syarat,Du må forstå at ved å spille turnering er du godtatt vilkår og betingelser,"Musisz zrozumieć, że biorąc udział w turnieju, akceptujesz regulamin",Você deve entender que ao jogar torneio você concorda com os termos e condições,"Trebuie să înțelegeți că, jucând un turneu, sunteți de acord cu termenii și condițiile","Вы должны понимать, что, играя в турнире, вы соглашаетесь с правилами и условиями.",您必须了解参加锦标赛即表示您同意条款和条件,"Musíte pochopiť, že hraním turnaja súhlasíte s podmienkami","Zavedati se morate, da se z igranjem turnirja strinjate s pogoji",Debes entender que al jugar un torneo aceptas los términos y condiciones.,Du måste förstå att du accepterar villkoren genom att spela turneringar,คุณต้องเข้าใจว่าการเล่นทัวร์นาเมนต์แสดงว่าคุณยอมรับข้อกำหนดและเงื่อนไข,您必須了解參加錦標賽即表示您同意條款與條件,Turnuva oynayarak şartlar ve koşulları kabul ettiğinizi anlamalısınız.,"Ви повинні розуміти, що, беручи участь у турнірі, ви погоджуєтеся з умовами",Turnir o'ynash orqali siz shartlar va shartlarga rozi ekanligingizni tushunishingiz kerak,"Bạn phải hiểu rằng khi tham gia giải đấu, bạn đã đồng ý với các điều khoản và điều kiện"
Terms and Conditions,الشروط والأحكام,Qaydalar və Şərtlər,Правила и условия,Termos e Condições,Odredbe i uvjeti,Smluvní podmínky,Vilkår og betingelser,Algemene voorwaarden,Terms and Conditions,Mga Tuntunin at Kundisyon,Ehdot,Termes et conditions,Geschäftsbedingungen,Όροι και Προϋποθέσεις,תנאים והגבלות,Általános Szerződési Feltételek,Skilmálar og skilyrði,syarat dan Ketentuan,Termini e Condizioni,利用規約,Ережелер мен шарттар,이용약관,Noteikumi un nosacījumi,Taisyklės ir sąlygos,Terma dan Syarat,Vilkår og betingelser,Regulamin,Termos e Condições,Termeni și condiții,Условия и положения,条款和条件,Zmluvné podmienky,Pogoji in določila,Términos y condiciones,Regler och villkor,ข้อกำหนดและเงื่อนไข,條款與條件,Şartlar ve koşullar,Правила та умови,Foydalanish shartlari,Điều khoản và Điều kiện
Save Progress,حفظ التقدم,Tərəqqi Saxla,Запазване на напредъка,Salvar progresso,Spremi napredak,Uložit pokrok,Gem fremskridt,Bewaar vooruitgang,Save Progress,I-save ang Progreso,Tallenna edistyminen,Enregistrer la progression,Fortschritt speichern,Αποθήκευση προόδου,שמור התקדמות,Előrehaladás mentése,Vista Framfarir,Simpan Kemajuan,Salva progressi,進行状況の保存,Прогрессті сақтау,진행 상황 저장,Saglabāt progresu,Išsaugoti pažangą,Simpan Kemajuan,Lagre fremdrift,Zapisz postęp,Salvar progresso,Salvați progresul,Сохранить прогресс,保存进度,Uložiť pokrok,Shrani napredek,Guardar progreso,Spara framsteg,บันทึกความคืบหน้า,儲存進度,İlerlemeyi Kaydet,Зберегти прогрес,Taraqqiyotni saqlash,Lưu tiến độ
English,إنجليزي,İngilis dili,английски,Inglês,engleski,angličtina,engelsk,Engels,English,Ingles,englanti,Anglais,Englisch,αγγλικός,אַנגְלִית,angol,ensku,Bahasa inggris,Inglese,英語,Ағылшын,영어,angļu valoda,anglų kalba,Inggeris,engelsk,angielski,Inglês,engleză,Английский,英语,angličtina,angleščina,Inglés,engelska,ภาษาอังกฤษ,英語,İngilizce,англійська,Ingliz,Tiếng Anh
Enter Name,أدخل الاسم,Ad daxil edin,Въведете име,Digite o nome,Unesite ime,Zadejte jméno,Indtast navn,Voer Naam in,Enter Name,Ipasok ang Pangalan,Kirjoita Nimi,Entrez le nom,Geben Sie den Namen ein,Εισαγάγετε Όνομα,הזן שם,Írja be a nevet,Sláðu inn Nafn,Masukkan Nama,Inserisci il nome,名前を入力してください,Атын енгізіңіз,이름을 입력하세요,Ievadiet Vārdu,Įveskite vardą,Masukkan Nama,Skriv inn navn,Wprowadź nazwę,Digite o nome,Introduceți Nume,Введите имя,输入姓名,Zadajte Meno,Vnesite ime,Introduzca el nombre,Ange namn,ป้อนชื่อ,輸入姓名,Ad Girin,Введіть ім'я,Ismni kiriting,Nhập tên
Win Gold Medal,الفوز بالميدالية الذهبية,Qızıl medal qazanın,Спечелете златен медал,Ganhe Medalha de Ouro,Osvoji zlatnu medalju,Vyhrajte zlatou medaili,Vind guldmedalje,Win een gouden medaille,Win Gold Medal,Manalo ng Gintong Medalya,Voita kultamitali,Gagnez la médaille d'or,Gewinnen Sie die Goldmedaille,Κερδίστε Χρυσό Μετάλλιο,לזכות במדליית זהב,Nyerj aranyérmet,Vinna gullverðlaun,Menangkan Medali Emas,Vinci la medaglia d'oro,金メダルを獲得する,Алтын медаль ұтып алыңыз,금메달 획득,Izcīnīt zelta medaļu,Laimėk aukso medalį,Menang Pingat Emas,Vinn gullmedalje,Zdobądź złoty medal,Ganhe Medalha de Ouro,Câștigă medalia de aur,Выиграть золотую медаль,赢得金牌,Vyhrajte zlatú medailu,Osvoji zlato medaljo,Gana medalla de oro,Vinn guldmedalj,คว้าเหรียญทอง,贏得金牌,Altın Madalya kazanın,Виграти золоту медаль,Oltin medalni qo'lga kiriting,Giành huy chương vàng
Level 00,المستوى 00,Səviyyə 00,Ниво 00,Nível 00,Razina 00,Úroveň 00,Niveau 00,Niveau 00,Level 00,Antas 00,Taso 00,Niveau 00,Stufe 00,Επίπεδο 00,רמה 00,00. szint,Stig 00,tingkat 00,Livello 00,レベル00,00-деңгей,레벨 00,00. līmenis,00 lygis,Tahap 00,Nivå 00,Poziom 00,Nível 00,Nivelul 00,Уровень 00,00级,Úroveň 00,Stopnja 00,Nivel 00,Nivå 00,ระดับ 00,00級,Seviye 00,Рівень 00,00 darajasi,Cấp 00
Failed,فشل,Uğursuz oldu,Неуспешно,Fracassado,nije uspjelo,Nepodařilo se,Mislykkedes,Mislukt,Failed,Nabigo,Epäonnistui,Échoué,Fehlgeschlagen,Αποτυχημένος,נִכשָׁל,Sikertelen,Mistókst,Gagal,Fallito,失敗した,Сәтсіз,실패한,Neizdevās,Nepavyko,gagal,Mislyktes,Przegrany,Fracassado,A eșuat,Неуспешный,失败的,Nepodarilo sa,Ni uspelo,Fallido,Misslyckades,ล้มเหลว,失敗的,Arızalı,Не вдалося,Muvaffaqiyatsiz,Thất bại
Won,فاز,Qazandı,спечели,Ganho,pobijedio,Won,Vandt,Won,Won,Nanalo,Voitti,Gagné,Won,Γουόν,ווֹן,Won,Vann,Won,Vinto,勝利した,жеңді,이겼다,Uzvarēja,Laimėjo,Menang,Vant,Wygrał,Ganho,Won,Выиграл,韩元,Vyhral,zmagal,Ganado,Won,วอน,韓元,Kazanmak,виграв,G'alaba qozondi,Thắng
PLAYED,لعبت,OYNANIB,ИГРАНО,JOGADO,IGRANO,HRANÉ,LEGET,GESPEELD,PLAYED,NAGLARO,PELAATTU,JOUÉ,GESPIELT,ΕΠΑΙΞΕ,שיחק,JÁTSZOTT,SPILT,DIMAINKAN,GIOCATO,遊んだ,ОЙНАЛДЫ,플레이함,SPĒLĒTA,ŽAISTO,DIMAINKAN,SPILLES,GRANE,JOGADO,JUCAT,СЫГРАЛ,玩过,HRANÉ,IGRANO,JUGÓ,SPELADE,เล่นแล้ว,玩過,OYNADI,ЗІГРАНО,O'YNADI,ĐÃ CHƠI
Tournament Achievements,إنجازات البطولة,Turnir Nailiyyətləri,Турнирни постижения,Conquistas do torneio,Turnirska postignuća,Turnajové úspěchy,Turneringspræstationer,Toernooiprestaties,Tournament Achievements,Mga Nakamit sa Tournament,Turnauksen saavutukset,Réalisations du tournoi,Turniererfolge,Επιτεύγματα Τουρνουά,הישגי הטורניר,Versenyeredmények,Afrek mótsins,Prestasi Turnamen,Risultati del torneo,トーナメントの実績,Турнирдегі жетістіктер,토너먼트 성과,Turnīra sasniegumi,Turnyro pasiekimai,Pencapaian Kejohanan,Turneringsprestasjoner,Osiągnięcia turniejowe,Conquistas do torneio,Realizări la turneu,Турнирные достижения,锦标赛成绩,Turnajové úspechy,Turnirski dosežki,Logros del torneo,Turneringsprestationer,ความสำเร็จของทัวร์นาเมนต์,錦標賽成績,Turnuva Başarıları,Турнірні досягнення,Turnir yutuqlari,Thành tích giải đấu
Legendary,الأسطوري,Əfsanəvi,Легендарен,Lendário,Legendarni,Legendární,Legendarisk,Legendarisch,Legendary,Maalamat,Legendaarinen,Légendaire,Legendär,Μυθικός,אַגָדִי,Legendás,Legendary,Legendaris,Leggendario,伝説の,Аңызға айналған,전설적인,Leģendārais,Legendinis,Lagenda,Legendarisk,Legendarny,Lendário,Legendar,Легендарный,传奇,Legendárny,Legendarni,Legendario,Legendarisk,ตำนาน,傳奇,Efsanevi,Легендарний,Afsonaviy,Huyền thoại
Golden,ذهبي,Qızıl,Златен,Dourado,zlatni,Zlatý,Gylden,Gouden,Golden,ginto,Kultainen,Doré,Golden,Χρυσαφένιος,זָהוּב,Aranysárga,Gull,Keemasan,D'oro,ゴールデン,Алтын,골든,Zelta,Auksinis,emas,Gyllen,Złoty,Dourado,De aur,Золотой,金的,Zlatý,zlati,Dorado,Gyllene,ทอง,金的,Altın,Золотий,Oltin,vàng
Common,شائع,Ümumi,Чести,Comum,Uobičajeno,Společný,Fælles,Gewoon,Common,Karaniwan,Yleistä,Commun,Gemeinsam,Κοινός,מְשׁוּתָף,Közös,Algengt,Umum,Comune,一般,Жалпы,흔한,Bieži,Dažnas,Biasa,Vanlig,Wspólny,Comum,Comun,Общий,常见的,Spoločné,pogosta,Común,Gemensam,ทั่วไป,常見的,Yaygın,Поширений,Umumiy,Chung
Music Note,ملاحظة الموسيقى,Musiqi notu,Музикална бележка,Nota musical,Glazbena nota,Hudební poznámka,Musik note,Muzieknoot,Music Note,Tala ng Musika,Musiikki Huomautus,Note de musique,Musiknote,Μουσική νότα,תו מוזיקה,Zenei megjegyzés,Tónlistaratriði,Catatan Musik,Nota musicale,音符,Музыкалық нота,음악 노트,Mūzikas piezīme,Muzikos pastaba,Nota Muzik,Musikknotat,Notatka muzyczna,Nota musical,Notă muzicală,Музыкальная нота,音乐笔记,Hudobná poznámka,Glasbena nota,Nota musical,Musiknotering,โน้ตเพลง,音樂筆記,Müzik Notası,Музична нота,Musiqa eslatma,Nốt nhạc
Badges,شارات,Nişanlar,Значки,Emblemas,Značke,Odznaky,Badges,Insignes,Badges,Mga badge,Tunnusmerkit,Insignes,Abzeichen,Σήματα,תגים,Jelvények,Merki,Lencana,Distintivi,バッジ,Белгілер,배지,Nozīmītes,Ženkliukai,Lencana,Merker,Odznaki,Emblemas,Ecusoane,Значки,徽章,Odznaky,Značke,Insignias,Märken,ป้าย,徽章,Rozetler,Значки,Belgilar,Huy hiệu
Keys,مفاتيح,Açarlar,Ключове,Chaves,Ključevi,Klíče,Nøgler,Sleutels,Keys,Mga susi,Avaimet,Clés,Schlüssel,Κλειδιά,מפתחות,Kulcsok,Lyklar,Kunci,Chiavi,キー,Кілттер,열쇠,Atslēgas,Raktai,kunci,Nøkler,Klawiatura,Chaves,Chei,Ключи,按键,Keys,Ključi,Llaves,Nycklar,กุญแจ,按鍵,Anahtarlar,Ключі,Kalitlar,Phím
Bucks,باكز,dollar,Долари,Dinheiro,Dolari,Bucks,Bucks,Bucks,Bucks,Bucks,Taalaa,Chevreuils,Dollar,Μπακς,דולרים,Bucks,Dollarar,uang,Dollari,バックス,Бакс,벅스,Buki,Dolerių,Bucks,Bucks,Dolary,Dinheiro,dolari,Бакс,雄鹿队,Bucks,Bucks,dólares,Bucks,เหรียญ,公鹿隊,Para,Баксів,Bucks,Bucks
Level,مستوى,Səviyyə,Ниво,Nível,Razina,Úroveň,Niveau,Niveau,Level,Antas,Taso,Niveau,Ebene,Επίπεδο,רָמָה,Szint,Stig,Tingkat,Livello,レベル,Деңгей,수준,Līmenis,Lygis,Tahap,Nivå,Poziom,Nível,Nivel,Уровень,等级,úroveň,Raven,Nivel,Nivå,ระดับ,等級,Seviye,Рівень,Daraja,Mức độ
Energetic,نشيط,Enerjili,Енергичен,Energético,Energičan,Energický,Energisk,Energiek,Energetic,Energetic,Energinen,Énergique,Energisch,Ενεργητικός,נִמרָץ,Energikus,Dugleg,Energik,Energico,元気いっぱい,Энергетикалық,활력이 넘치는,Enerģisks,Energingas,Bertenaga,Energisk,Energiczny,Energético,Energetic,Энергичный,精力充沛,Energický,Energičen,Energético,Energisk,กระฉับกระเฉง,精力充沛,Enerjik,Енергійний,Baquvvat,Mãnh liệt
SunShine,شروق الشمس,Günəş işığı,SunShine,Luz do sol,Sunshine,Sluneční svit,Solskin,Zonneschijn,SunShine,Sikat ng araw,Auringonpaiste,Soleil,Sonnenschein,Λιακάδα,אוֹר שֶׁמֶשׁ,Napfény,Sólskin,Cahaya matahari,Luce del sole,サンシャイン,Күн сәулесі,햇빛,Sunshine,Saulės šviesa,Sinaran Matahari,Solskinn,Światło słoneczne,Luz do sol,Soare,Солнечный свет,阳光,SunShine,Sonček,Luz solar,Solsken,แสงอาทิตย์,陽光,Güneş ışığı,Сонечко,Quyosh nuri,ánh nắng mặt trời
Calm,هادئ,Sakit ol,Спокойствие,Calma,Smiriti,Uklidnit,Berolige,Kalm,Calm,Kalmado,Rauhallinen,Calme,Ruhig,Ηρεμία,לְהַרְגִיעַ,Nyugodt,Rólegur,Tenang,Calma,落ち着いた,Тыныш,침착한,Mierīgs,Ramiai,Tenang,Rolig,Spokój,Calma,Calm,Спокойствие,冷静的,Pokojne,umirjeno,Calma,Lugna,เงียบสงบ,冷靜的,Sakinlik,Спокійно,Tinchlaning,Điềm tĩnh
Option A,الخيار أ,Variant A,Вариант А,Opção A,Opcija A,Možnost A,Mulighed A,Optie A,Option A,Pagpipilian A,Vaihtoehto A,Option A,Option A,Επιλογή Α,אפשרות א',A lehetőség,Valkostur A,Opsi A,Opzione A,オプションA,А нұсқасы,옵션 A,A variants,A variantas,Pilihan A,Alternativ A,Opcja A,Opção A,Opțiunea A,Вариант А,选项A,Možnosť A,Možnost A,Opción A,Alternativ A,ตัวเลือก ก,選項A,Seçenek A,Варіант А,Variant A,Lựa chọn A
Male,ذكر,Kişi,мъжки,Macho,Muški,Samec,Han,Mannelijk,Male,Lalaki,Uros,Mâle,Männlich,Αρσενικός,זָכָר,Férfi,Karlkyns,Pria,Maschio,男,Ер,남성,Vīrietis,Vyriška,jantan,Mann,Mężczyzna,Macho,Bărbat,Мужской,男性,Mužský,moški,Masculino,Manlig,ชาย,男性,Erkek,Чоловік,Erkak,Nam giới
Male / Female,ذكر / أنثى,Kişi / Qadın,Мъж / Жена,Masculino / Feminino,Muško / Žensko,Muž / Žena,Mand / Kvinde,Man / Vrouw,Male / Female,Lalaki / Babae,Mies / Nainen,Homme / Femme,Männlich weiblich,Αρσενικό / Θηλυκό,זכר / נקבה,Férfi / Nő,Karlkyns / Kona,Pria / Wanita,Maschio/Femmina,男性 / 女性,Ер/әйел,남성 / 여성,Vīrietis / sieviete,Vyras / Moteris,Lelaki / Perempuan,Mann / Kvinne,Mężczyzna/Kobieta,Masculino / Feminino,Bărbat / Femeie,Мужской/Женский,男/女,Muž / Žena,Moški / Ženska,Hombre/Mujer,Man / Kvinna,ชาย/หญิง,男/女,Erkek / Kadın,Чоловік/Жінка,Erkak / Ayol,Nam / Nữ
Usa,الولايات المتحدة الأمريكية,ABŞ,САЩ,EUA,SAD,USA,USA,VS,Usa,Usa,Usa,USA,USA,ΗΠΑ,אַרצוֹת הַבְּרִית,Egyesült Államok,Bandaríkin,Amerika Serikat,U.S.A,アメリカ合衆国,Ақш,미국,ASV,JAV,Usa,USA,USA,EUA,Statele Unite ale Americii,США,美国,USA,ZDA,EE.UU,USA,สหรัฐอเมริกา,美國,Amerika,США,AQSh,Hoa Kỳ
Country,دولة,ölkə,държава,País,Zemlja,Země,Land,Land,Country,Bansa,Maa,Pays,Land,Χώρα,מְדִינָה,Ország,Land,Negara,Paese,国,Ел,국가,Valsts,Šalis,Negara,Land,Kraj,País,Ţară,Страна,国家,Krajina,Država,País,Land,ประเทศ,國家,Ülke,Країна,Mamlakat,Quốc gia
Email here,البريد الإلكتروني هنا,Bura e-poçt göndərin,Изпратете имейл тук,E-mail aqui,Pošaljite e-poštu ovdje,Email zde,E-mail her,E-mail hier,Email here,Email dito,Sähköposti täällä,E-mail ici,E-Mail hier,Στείλτε email εδώ,"דוא""ל כאן",E-mail itt,Tölvupóstur hér,Email di sini,Invia un'e-mail qui,ここにメールしてください,Мұнда электрондық пошта,여기로 이메일을 보내세요,E-pasts šeit,El. paštas čia,Emel di sini,E-post her,Wyślij e-mail tutaj,E-mail aqui,E-mail aici,Пишите сюда,在这里发电子邮件,Email tu,E-pošta tukaj,Envíe un correo electrónico aquí,Mejla här,ส่งอีเมลที่นี่,在這裡發電子郵件,Buraya e-posta gönderin,Надішліть електронну пошту тут,Bu yerga elektron pochta xabarini yuboring,Gửi email tại đây
Guest 00fd,ضيف 00fd,Qonaq 00fd,Гост 00fd,Convidado 00fd,Gost 00fd,Host 00fd,Gæst 00fd,Gast 00fd,Guest 00fd,Panauhin 00fd,Vieras 00fd,Invité 00fd,Gast 00fd,Επισκέπτης 00fd,אורח 00fd,Vendég 00fd,Gestur 00fd,Tamu 00fd,Ospite 00fd,ゲスト00fd,Қонақ 00fd,손님 00fd,Viesis 00fd,Svečias 00fd,Tetamu 00fd,Gjest 00fd,Gość 00fd,Convidado 00fd,Invitat 00fd,Гость 00fd,嘉宾00fd,Hosť 00fd,Gost 00fd,Invitado 00fd,Gäst 00fd,แขก 00fd,嘉賓00fd,Misafir 00fd,Гість 00fd,Mehmon 00fd,Khách 00fd
Display Name (Can be modified later),اسم العرض (يمكن تعديله لاحقًا),Görünən Adı (Sonra dəyişdirilə bilər),Екранно име (Може да се промени по-късно),Nome de exibição (pode ser modificado posteriormente),Ime za prikaz (može se kasnije promijeniti),Zobrazovaný název (lze později upravit),Vist navn (kan ændres senere),Weergavenaam (kan later worden gewijzigd),Display Name (Can be modified later),Display Name (Maaaring baguhin sa ibang pagkakataon),Näyttönimi (voidaan muokata myöhemmin),Nom d'affichage (peut être modifié ultérieurement),Anzeigename (Kann später geändert werden),Εμφανιζόμενο όνομα (Μπορεί να τροποποιηθεί αργότερα),שם תצוגה (ניתן לשנות מאוחר יותר),Megjelenített név (később módosítható),Birtingarnafn (hægt að breyta síðar),Nama Tampilan (Dapat diubah nanti),Nome visualizzato (può essere modificato in seguito),表示名 (後で変更可能),Көрсетілетін атау (кейінірек өзгертуге болады),표시 이름(나중에 수정 가능),Parādāmais nosaukums (var mainīt vēlāk),Rodomas vardas (gali būti pakeistas vėliau),Nama Paparan (Boleh diubah suai kemudian),Vist navn (kan endres senere),Nazwa wyświetlana (można ją później zmodyfikować),Nome de exibição (pode ser modificado posteriormente),Nume afișat (Poate fi modificat ulterior),Отображаемое имя (можно изменить позже),显示名称（稍后可以修改）,Zobrazovaný názov (môže byť neskôr upravený),Prikazno ime (lahko ga spremenite pozneje),Nombre para mostrar (se puede modificar más tarde),Visningsnamn (Kan ändras senare),ชื่อที่แสดง (สามารถแก้ไขได้ในภายหลัง),顯示名稱（稍後可以修改）,Görünen Ad (Daha sonra değiştirilebilir),Відображуване ім'я (можна змінити пізніше),Ko'rsatilgan nom (keyinroq o'zgartirilishi mumkin),Tên hiển thị (Có thể sửa đổi sau)
Statistic,إحصائية,Statistika,статистика,Estatística,Statistički,Statistický,Statistik,Statistiek,Statistic,Istatistika,Tilastollinen,Statistique,Statistik,Στατιστικός,סטטיסטיקה,Statisztikai,Tölfræði,Statistik,Statistica,統計,Статистика,통계량,Statistika,Statistika,Statistik,Statistikk,Statystyczny,Estatística,Statistică,Статистика,统计,Štatistika,Statistika,Estadística,Statistisk,สถิติ,統計,İstatistik,статистика,Statistika,Thống kê
Achievements,الإنجازات,Nailiyyətlər,постижения,Conquistas,Postignuća,Úspěchy,Præstationer,Prestaties,Achievements,Mga nagawa,Saavutukset,Réalisations,Erfolge,Επιτεύγματα,הישגים,Eredmények,Afrek,Prestasi,Risultati,業績,Жетістіктер,업적,Sasniegumi,Pasiekimai,Pencapaian,Prestasjoner,Osiągnięcia,Conquistas,Realizări,Достижения,成就,Úspechy,Dosežki,Logros,Prestationer,ความสำเร็จ,成就,Başarılar,Досягнення,Yutuqlar,Thành tựu
User,مستخدم,İstifadəçi,Потребител,Usuário,Korisnik,Uživatel,Bruger,Gebruiker,User,Gumagamit,Käyttäjä,Utilisateur,Benutzer,Μεταχειριζόμενος,מִשׁתַמֵשׁ,Felhasználó,Notandi,Pengguna,Utente,ユーザー,Пайдаланушы,사용자,Lietotājs,Vartotojas,pengguna,Bruker,Użytkownik,Usuário,Utilizator,Пользователь,用户,Používateľ,Uporabnik,Usuario,Användare,ผู้ใช้,使用者,Kullanıcı,Користувач,Foydalanuvchi,người dùng
